instrResp1.keys,instrResp1.rt,instr1_loop.thisRepN,instr1_loop.thisTrialN,instr1_loop.thisN,instr1_loop.thisIndex,instr1_loop.ran,instrOrd1,participant,age,gender,handedness,date,expName,psychopyVersion,OS,frameRate,instrResp5.keys,instrResp5.rt,instrResp6.keys,instrResp6.rt,instrResp3.keys,instrResp3.rt,instr2_loop.thisRepN,instr2_loop.thisTrialN,instr2_loop.thisN,instr2_loop.thisIndex,instr2_loop.ran,instrOrd2,instrEGresp.keys,instrEGresp.rt,instrHint2Resp.keys,instrHint2Resp.rt,instrRespSCH.keys,instr3_loop.thisRepN,instr3_loop.thisTrialN,instr3_loop.thisN,instr3_loop.thisIndex,instr3_loop.ran,instrOrd3,instrHint3Resp.keys,instrHint3Resp.rt,instrResp10.keys,instrResp10.rt,pStudy_loop.thisRepN,pStudy_loop.thisTrialN,pStudy_loop.thisN,pStudy_loop.thisIndex,pStudy_loop.ran,pTarg,psPresen_loop.thisRepN,psPresen_loop.thisTrialN,psPresen_loop.thisN,psPresen_loop.thisIndex,psPresen_loop.ran,ptHint_loop.thisRepN,ptHint_loop.thisTrialN,ptHint_loop.thisN,ptHint_loop.thisIndex,ptHint_loop.ran,pTestResp.keys,pTestResp.corr,pTestResp.rt,pTest_loop.thisRepN,pTest_loop.thisTrialN,pTest_loop.thisN,pTest_loop.thisIndex,pTest_loop.ran,ptStim,pCorAns,pTBR_loop.thisRepN,pTBR_loop.thisTrialN,pTBR_loop.thisN,pTBR_loop.thisIndex,pTBR_loop.ran,psResp.keys,psResp.corr,pSearch_loop.thisRepN,pSearch_loop.thisTrialN,pSearch_loop.thisN,pSearch_loop.thisIndex,pSearch_loop.ran,pStim,psResp.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,pStudyOrd,pTest1,pTest2,pTest3,pSearch,expStaResp.keys,expStaResp.rt,stim17_loop.thisRepN,stim17_loop.thisTrialN,stim17_loop.thisN,stim17_loop.thisIndex,stim17_loop.ran,cate,subCate,stimulus,sub30_loop.thisRepN,sub30_loop.thisTrialN,sub30_loop.thisN,sub30_loop.thisIndex,sub30_loop.ran,stimSubCate,altDistrStim_loop.thisRepN,altDistrStim_loop.thisTrialN,altDistrStim_loop.thisN,altDistrStim_loop.thisIndex,altDistrStim_loop.ran,distr_loop.thisRepN,distr_loop.thisTrialN,distr_loop.thisN,distr_loop.thisIndex,distr_loop.ran,chooseDistr_loop.thisRepN,chooseDistr_loop.thisTrialN,chooseDistr_loop.thisN,chooseDistr_loop.thisIndex,chooseDistr_loop.ran,distrIndx,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,study_presen.thisRepN,study_presen.thisTrialN,study_presen.thisN,study_presen.thisIndex,study_presen.ran,testHint_presen.thisRepN,testHint_presen.thisTrialN,testHint_presen.thisN,testHint_presen.thisIndex,testHint_presen.ran,testResp.keys,testResp.corr,testResp.rt,testsize,condTest,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,testIndx,TBR_loop.thisRepN,TBR_loop.thisTrialN,TBR_loop.thisN,TBR_loop.thisIndex,TBR_loop.ran,schResp.keys,schResp.corr,schResp.rt,setsize,subCategory,category,cond,stimImg,sch_loop.thisRepN,sch_loop.thisTrialN,sch_loop.thisN,sch_loop.thisIndex,sch_loop.ran,trialIndx,brkResp.keys,brkResp.rt,blockOrd.thisRepN,blockOrd.thisTrialN,blockOrd.thisN,blockOrd.thisIndex,blockOrd.ran,stimCateList,stimCate,testOrd
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,0,1,Objects,bed,Stimuli/Objects/bed/510F16ita7L._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,Objects,bed,Stimuli/Objects/bed/51V0Ed8LSLL._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,11,1,Objects,bed,Stimuli/Objects/bed/6152JCYP56L._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,5,1,Objects,bed,Stimuli/Objects/bed/51MGXGZ9TYL._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,14,1,Objects,bed,Stimuli/Objects/bed/furniture_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,2,1,Objects,bed,Stimuli/Objects/bed/51BSS7H4S1L._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,1,1,Objects,bed,Stimuli/Objects/bed/51442C3RKNL._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,4,1,Objects,bed,Stimuli/Objects/bed/51F6GJHNEFL._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,10,1,Objects,bed,Stimuli/Objects/bed/51wbushUphL._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,3,1,Objects,bed,Stimuli/Objects/bed/51EXZZAFCEL._AA262_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,2,1,StimList/bed.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,1,Objects,ringbinder,Stimuli/Objects/ringbinder/964882_sk_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,Objects,ringbinder,Stimuli/Objects/ringbinder/113302SO-vinyl-m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,11,1,Objects,ringbinder,Stimuli/Objects/ringbinder/SI747374-m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,1,Objects,ringbinder,Stimuli/Objects/ringbinder/s0214636_enl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,15,1,Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36834NG_1_1_400.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,1,Objects,ringbinder,Stimuli/Objects/ringbinder/409785_sk_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,1,Objects,ringbinder,Stimuli/Objects/ringbinder/pictorial3pc-l.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,1,Objects,ringbinder,Stimuli/Objects/ringbinder/lightvinyl-m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,10,1,Objects,ringbinder,Stimuli/Objects/ringbinder/saunders12530_RingBinder.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,1,Objects,ringbinder,Stimuli/Objects/ringbinder/s0165607_enl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,16,1,Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36849NHR_1_1_400.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,12,1,Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,3,1,Objects,ringbinder,Stimuli/Objects/ringbinder/462342_sk_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,1,Objects,ringbinder,Stimuli/Objects/ringbinder/113074SO-1-m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36814NB_1_1_400.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,5,1,Objects,ringbinder,Stimuli/Objects/ringbinder/digitaloutside-l.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,13,1,Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NM_1_1_400.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,27,1,StimList/ringbinder.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,Objects,flashlight,Stimuli/Objects/flashlight/834784_sk_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,Objects,flashlight,Stimuli/Objects/flashlight/11900.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,1,Objects,flashlight,Stimuli/Objects/flashlight/freeplay-jonta-flashlight.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,Objects,flashlight,Stimuli/Objects/flashlight/834808_sk_lg.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,1,Objects,flashlight,Stimuli/Objects/flashlight/AV-9 No Battery Flashlight.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,1,Objects,flashlight,Stimuli/Objects/flashlight/new05.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,Objects,flashlight,Stimuli/Objects/flashlight/freeplay-xray-wind-up-led-flashlight.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,11,1,Objects,flashlight,Stimuli/Objects/flashlight/new08.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,7,1,Objects,flashlight,Stimuli/Objects/flashlight/Graphite3D.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,10,1,Objects,flashlight,Stimuli/Objects/flashlight/new06.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,15,1,Objects,flashlight,Stimuli/Objects/flashlight/Streamlight-Flashlight-LED-4AA-Yellow-Case-w-7-Blue-LEDs-B0000WUNSC-L.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,16,1,Objects,flashlight,Stimuli/Objects/flashlight/Streamlight-Stinger-Rechargeable-Flashlight-with-Charger-Black-75014-B00008BFSI-L.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,Objects,flashlight,Stimuli/Objects/flashlight/sl_tasklight_2l3w.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5f378e1794a0ef2151ccf4bf,23,M,R,2020-09-11_11h19.32.425,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,4,1,Objects,flashlight,Stimuli/Objects/flashlight/Flashlight.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
